player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Micahh Smith,43299,CB,ARKANSAS,8,2,9.3,78.9,87.0,5.5,4.4,0,0,0,0.0,111,52.8,59.9,84.2,58.6,77.1,69.3,0,30,18.2,2,0,0,143.6,15,87,100,2,7,19,2,191,98,2.3,12.7
Eli Sullivan,43304,S,NEBRASKA,9,0,5.4,75.0,100.0,7.7,5.8,0,0,1,12.5,238,63.4,46.9,85.7,,25.9,24.8,0,23,37.5,3,1,0,138.5,6,46,46,2,5,8,1,66,36,1.4,11.0
Larry Bryant,43306,ED,TULANE,7,0,17.5,25.0,56.3,27.0,6.8,0,0,3,75.0,319,69.1,64.5,83.7,67.7,56.2,27.4,0,31,100.0,1,2,0,99.0,1,27,48,1,0,4,1,31,23,1.1,31.0
Garrett Crall,43309,ED,WYOMING,13,1,,,4.4,,,0,0,1,,351,63.8,71.7,76.1,66.6,70.8,55.4,0,,33.3,3,0,1,0.0,0,19,427,5,5,0,0,0,0,0.0,
Jarrius Wallace,43310,S,ARIZONA,8,1,6.0,85.7,100.0,12.0,10.3,0,0,0,0.0,109,50.8,57.5,82.2,,70.9,78.6,0,32,11.1,1,0,0,118.8,6,74,74,0,7,7,0,96,64,1.3,16.0
Denzel Polk,43319,ED,NAVY,9,0,,,1.1,,,0,0,0,,237,60.2,70.0,82.2,52.5,78.1,81.8,0,,0.0,0,0,0,0.0,0,1,87,1,1,0,0,0,0,0.0,
Qwuantrezz Knight,43322,S,KENT STATE,11,4,7.3,64.2,91.5,8.1,5.2,0,0,4,7.5,201,52.7,66.5,89.4,66.8,88.1,78.2,0,51,16.7,5,4,2,97.0,34,300,328,12,21,53,2,367,243,1.3,10.8
James Jennette III,43327,ED,BALL ST,12,4,,,0.3,,,1,0,0,,117,67.3,69.8,44.0,65.2,70.8,58.1,0,,0.0,0,0,3,0.0,0,1,323,6,4,0,0,0,0,0.0,
Jordan Helm,43329,S,FAU,11,0,11.5,33.3,100.0,53.0,17.7,0,0,0,0.0,165,66.9,72.2,81.7,,82.8,83.9,0,20,0.0,0,0,0,43.8,2,109,109,1,7,6,0,20,20,0.2,10.0
Bryan Mead,43333,LB,OKLAHOMA,7,0,8.4,100.0,78.7,6.6,6.6,0,0,0,0.0,261,28.8,44.7,0.0,53.3,79.6,50.8,0,24,100.0,1,0,1,158.3,5,37,47,0,0,5,1,64,25,1.9,12.8
Trent Ellis-Brewer,43334,LB,ARK STATE,4,0,3.0,100.0,100.0,7.0,7.0,0,0,0,0.0,113,73.1,69.2,72.4,,53.1,43.5,0,6,0.0,0,0,0,91.7,1,7,7,1,2,1,0,6,3,0.9,6.0
Myles Bryant,43336,S,WASHINGTON,13,8,3.2,66.7,91.8,33.1,22.1,0,0,1,4.8,340,88.4,85.8,90.3,70.8,71.9,77.2,3,28,10.5,4,1,1,41.3,14,484,527,11,26,21,0,117,102,0.3,8.4
La'Mar Winston Jr.,43339,ED,OREGON,14,1,6.5,100.0,15.4,16.0,16.0,1,0,0,0.0,264,50.9,64.4,14.9,71.0,63.6,49.5,0,12,33.3,1,0,3,112.5,2,35,228,3,1,2,0,22,9,0.7,11.0
Roderick Campbell,43340,CB,NWESTERN,3,0,18.5,50.0,100.0,27.0,13.5,1,0,0,0.0,256,52.0,57.9,75.9,,73.2,82.2,0,32,0.0,0,0,1,95.8,1,27,27,1,3,2,0,32,4,1.2,32.0
Tyrique McGhee,43341,CB,GEORGIA,6,3,6.7,50.0,94.7,22.7,11.3,0,0,2,33.3,173,70.1,68.2,79.8,59.1,57.6,60.0,0,23,20.0,1,1,0,108.3,3,72,76,0,1,6,1,36,14,0.5,12.0
Obi Eboh,43343,CB,STANFORD,8,2,12.8,78.8,99.6,8.4,6.6,0,0,2,6.1,300,55.4,55.9,82.9,60.0,58.1,56.8,0,39,19.2,5,1,2,149.6,26,229,230,2,19,33,5,343,82,1.6,13.2
Zeke Brown,43346,CB,BAYLOR,3,0,8.0,33.3,100.0,12.0,4.0,0,0,0,0.0,118,79.7,73.1,72.8,,45.3,28.1,1,3,0.0,0,0,0,2.8,1,12,12,1,1,3,0,3,0,0.3,3.0
DaMarcus Fields,43347,CB,TEXAS TECH,10,0,12.3,68.5,97.0,8.1,5.6,0,0,5,9.3,315,68.1,69.0,46.3,59.0,74.0,73.2,3,55,10.3,4,4,1,102.5,37,319,329,15,35,54,4,541,156,1.8,14.6
Andrew Pryts,43351,LB,STANFORD,12,8,4.0,83.7,90.1,10.8,9.0,0,0,0,0.0,300,58.5,57.7,85.1,60.3,55.5,70.6,1,44,2.9,1,0,1,122.0,36,400,444,8,25,43,3,431,318,1.1,12.0
Mandela Lawrence-Burke,43352,LB,KENT STATE,12,2,7.7,75.0,85.4,13.6,10.2,0,0,1,4.2,201,49.3,44.4,83.7,67.4,41.0,67.0,1,33,13.6,3,1,0,114.6,18,263,308,7,17,24,2,228,144,0.9,12.7
J.J. Parson,43353,CB,STANFORD,9,4,10.0,57.1,95.5,15.3,8.7,0,0,0,0.0,300,57.4,58.8,85.7,54.2,65.0,35.9,1,45,30.8,4,0,1,82.4,8,128,134,0,5,14,1,130,71,1.1,16.3
Jaydon Grant,43354,CB,OREGON ST,12,6,8.7,60.8,87.8,10.9,6.6,0,0,3,5.9,265,65.8,63.9,88.9,57.5,55.3,52.0,2,30,16.7,5,3,0,104.9,31,354,403,4,19,51,6,358,164,1.1,11.5
Brian Bullock,43355,S,NWESTERN,3,0,33.0,0.0,100.0,,8.0,0,0,0,0.0,256,42.1,52.6,74.9,,63.4,56.8,0,,0.0,0,0,0,39.6,0,8,8,0,1,1,0,0,0,0.0,
Donovan Duvernay,43357,CB,TEXAS,3,0,19.7,66.7,100.0,5.0,3.3,0,0,0,0.0,311,43.1,43.8,72.9,,60.3,76.6,0,41,0.0,0,0,0,109.7,2,10,10,0,2,3,0,54,7,5.4,27.0
Cameron Lewis,43359,S,LSU,12,0,5.6,58.3,97.2,18.0,10.5,0,0,1,8.3,211,64.4,65.8,83.7,65.8,66.6,56.8,0,12,18.2,2,1,0,95.5,7,137,141,3,9,12,1,49,41,0.4,7.0
C.J. Morgan,43360,S,MISS STATE,9,6,9.1,62.5,98.9,10.1,6.3,0,0,8,20.0,227,41.1,43.1,38.4,56.4,50.4,39.0,1,60,27.3,12,7,1,118.5,25,262,265,4,26,40,4,398,192,1.6,15.9
Trey Baldwin,43361,LB,LA TECH,12,1,7.4,60.0,93.5,25.0,15.0,0,0,0,0.0,208,75.4,69.6,81.9,70.4,59.0,50.9,1,24,10.0,1,0,0,35.8,6,157,168,4,8,10,0,56,29,0.4,9.3
Eric Burrell,43369,S,WISCONSIN,14,5,10.8,40.0,93.9,34.7,13.9,0,0,6,24.0,349,88.9,78.4,45.5,62.9,59.5,38.5,3,68,18.2,6,6,1,25.5,10,371,395,8,22,25,0,178,96,0.5,17.8
Reggie Cleveland,43376,LB,LA TECH,2,0,,,100.0,,,0,0,0,,208,63.3,71.0,70.3,,67.8,73.1,0,,,0,0,0,0.0,0,9,9,0,0,0,0,0,0,0.0,
Dylan Conner,43381,LB,OHIO,13,4,3.6,78.8,89.7,9.4,7.4,0,0,0,0.0,259,60.4,61.3,60.4,66.0,60.9,47.7,0,61,15.8,6,0,1,102.2,41,411,458,12,28,52,1,363,341,0.9,8.9
Tyshaun Ingram,43391,ED,UMASS,8,0,,,29.8,,,0,0,0,,216,63.1,54.7,32.1,54.5,55.1,45.6,0,,50.0,1,0,1,0.0,0,17,57,0,1,0,0,0,0,0.0,
Erroll Thompson,43392,LB,MISS STATE,12,4,6.4,80.0,70.4,13.8,11.1,0,2,1,5.0,227,46.2,62.5,47.6,54.9,77.2,46.3,0,52,26.9,7,1,1,158.3,16,231,328,6,15,20,3,285,186,1.3,17.8
Christian Holmes,43393,CB,MISSOURI,12,1,14.7,53.2,99.6,9.6,5.1,1,0,4,8.5,229,57.4,60.0,85.3,59.5,70.3,78.2,0,44,0.0,0,2,7,93.8,25,258,259,7,20,47,2,374,60,1.6,15.0
Da'Von Brown,43394,S,FAU,14,3,8.8,69.4,99.4,17.4,12.1,0,0,1,2.8,165,60.3,58.2,88.1,55.3,53.0,33.6,0,60,20.5,8,1,2,122.2,25,459,462,11,28,36,2,378,178,0.9,15.1
Josh Metellus,43395,S,MICHIGAN,13,4,12.3,60.6,97.7,19.5,11.8,0,2,3,9.1,222,72.3,77.2,59.7,62.6,81.9,81.2,2,58,14.3,4,2,1,109.7,20,416,426,6,20,33,4,339,153,0.9,17.0
Linwood Crump,43401,CB,TEMPLE,4,1,20.3,66.7,100.0,9.0,6.0,0,0,0,0.0,306,62.4,63.5,77.9,,65.5,80.7,0,33,0.0,0,0,0,149.3,4,38,38,2,4,6,2,75,5,2.1,18.8
Phil Campbell III,43402,LB,PITTSBURGH,13,1,1.8,80.6,71.0,7.9,6.4,0,0,0,0.0,268,63.7,66.1,43.9,66.5,68.1,72.9,1,22,22.2,4,0,1,78.6,25,213,300,13,13,31,0,189,169,1.0,7.6
Antone Williams,43409,CB,DUKE,2,0,11.0,100.0,100.0,6.0,6.0,0,0,0,0.0,154,54.4,52.9,75.4,,52.6,73.5,0,12,,0,0,0,116.7,1,6,6,0,0,1,0,12,1,2.0,12.0
Skyler Thomas,43418,S,WASH STATE,13,7,11.4,64.3,95.7,14.9,9.5,0,0,3,7.1,341,51.3,53.0,61.0,66.2,54.9,37.6,4,52,21.6,8,3,2,98.2,27,423,442,3,22,42,6,429,162,1.1,15.9
Milo Eifler,43421,LB,ILLINOIS,13,2,3.5,72.4,89.3,15.0,10.9,0,0,1,3.4,187,64.0,58.3,14.3,56.0,56.7,46.3,0,27,18.5,5,1,3,99.2,21,324,363,12,20,29,1,176,127,0.6,8.4
Racheem Boothe,43426,LB,SO MISS,9,1,2.6,66.7,67.5,29.0,19.3,0,0,2,22.2,296,65.5,74.2,86.5,62.7,77.8,71.1,0,16,9.1,1,2,0,87.7,6,181,268,6,9,9,0,65,50,0.4,10.8
Jordan Smith,43427,ED,UAB,14,3,4.5,50.0,2.9,7.0,3.5,0,0,0,0.0,321,53.9,92.0,0.0,91.5,92.7,76.4,0,15,16.7,1,0,9,75.0,1,9,313,9,2,2,0,15,9,2.1,15.0
Michael Pitts,43431,ED,CINCINNATI,13,0,3.3,66.7,15.0,20.0,13.3,0,0,0,0.0,138,61.4,65.5,67.6,62.1,66.9,51.0,0,16,40.0,2,0,1,81.3,2,42,280,4,3,3,0,17,5,0.4,8.5
Jacob Covington,43432,DI,ARMY,13,0,7.0,0.0,0.3,,1.0,0,0,0,0.0,114,62.7,66.4,87.0,59.7,67.6,69.0,0,,28.6,2,0,0,39.6,0,1,326,4,5,1,0,0,0,0.0,
Cedric Stone,43438,S,GA STATE,13,1,10.6,53.1,100.0,14.6,7.8,0,0,6,18.8,175,62.4,61.3,44.1,,59.7,56.9,0,34,25.9,7,4,1,78.0,17,258,258,7,19,32,1,163,89,0.7,9.6
Ayo Shogbonyo,43441,ED,ILLINOIS,13,0,,,0.7,,,0,0,0,,187,58.8,60.2,74.7,60.1,59.3,48.8,0,,50.0,1,0,1,0.0,0,2,272,3,1,0,0,0,0,0.0,
Elorm Lumor,43448,ED,RUTGERS,11,2,7.3,71.4,32.9,13.0,9.3,0,0,1,14.3,278,63.6,60.2,26.6,63.6,58.4,61.1,0,14,42.9,3,1,3,123.2,5,73,222,5,2,7,1,37,22,0.6,7.4
Daelin Hayes,43449,ED,NOTRE DAME,4,0,,,17.0,,,0,0,0,,258,62.5,64.5,83.6,63.7,61.4,80.2,0,,100.0,1,0,0,0.0,0,9,53,1,0,0,0,0,0,0.0,
Allen Cater,43452,ED,N CAROLINA,13,1,5.7,50.0,12.9,11.3,5.7,0,0,0,0.0,245,43.6,53.3,33.8,59.6,55.9,38.9,0,11,16.7,1,0,3,56.3,3,37,286,5,4,6,0,17,19,0.5,5.7
Trenton Thompson,43455,S,S DIEGO ST,12,2,18.0,62.5,95.8,27.2,17.0,1,0,2,12.5,284,70.1,71.1,0.0,61.3,82.0,65.8,0,52,20.0,4,2,4,115.4,10,277,289,1,14,16,1,155,23,0.6,15.5
Noel Cook,43456,ED,APP STATE,14,4,0.2,83.3,28.4,9.0,7.5,1,0,0,0.0,108,58.4,62.4,46.9,57.0,67.9,70.2,1,26,18.2,2,0,3,81.3,10,93,328,5,5,12,1,62,70,0.7,6.2
David Belvin III,43463,ED,FAU,11,2,-6.0,100.0,21.6,15.0,15.0,0,0,0,0.0,165,58.2,47.1,82.9,53.6,42.6,64.2,0,-1,0.0,0,0,0,79.2,1,16,74,0,0,1,0,-1,5,-0.1,-1.0
Roland Walder,43464,ED,BOWL GREEN,11,0,2.5,100.0,12.8,4.0,4.0,0,0,0,0.0,122,49.7,61.0,85.7,56.8,64.4,81.7,0,6,0.0,0,0,0,87.5,2,10,78,1,3,2,0,10,5,1.3,5.0
Bopete Keyes,43467,CB,TULANE,12,3,14.5,49.1,98.6,12.2,6.0,2,3,8,14.0,319,69.5,64.3,50.6,49.0,43.2,43.9,1,40,20.0,7,5,4,73.5,28,356,361,8,25,57,2,357,84,1.0,12.8
Freddie McGee III,43471,CB,E MICHIGAN,12,2,12.2,60.0,100.0,10.4,6.2,1,0,3,10.0,160,75.3,73.7,83.7,,60.0,58.5,0,36,11.1,3,2,3,83.9,18,201,201,8,22,30,1,149,52,0.8,8.3
Barrington Wade,43472,LB,IOWA,7,0,0.0,100.0,88.2,14.0,14.0,0,0,0,0.0,192,56.4,56.4,76.6,57.9,57.6,31.6,0,7,100.0,1,0,0,95.8,1,15,17,0,0,1,0,7,7,0.5,7.0
Akil Jones,43475,LB,COLORADO,12,4,9.1,69.2,79.6,9.1,6.3,0,0,1,3.8,143,39.3,59.8,83.2,70.9,71.2,79.4,0,37,15.8,3,0,0,107.9,18,168,211,2,12,26,1,220,113,1.3,12.2
Demetrius Stitmon,43485,LB,DOMINION,5,0,-3.0,100.0,92.9,12.0,12.0,0,0,0,0.0,263,57.4,61.3,72.7,55.5,65.3,70.9,0,16,50.0,1,0,0,112.5,2,26,28,0,1,2,0,22,28,0.9,11.0
Carter Coughlin,43498,ED,MINNESOTA,13,2,8.2,60.0,14.0,16.0,9.6,0,0,1,20.0,225,79.3,85.1,90.8,81.1,77.1,68.3,0,28,54.5,6,1,0,118.3,3,48,343,6,3,5,1,32,9,0.7,10.7
Nick Niemann,43500,S,IOWA,12,3,4.9,73.7,84.6,14.4,10.6,0,0,0,0.0,192,67.7,65.8,48.5,55.7,66.1,74.0,1,31,30.8,4,0,1,106.6,14,208,246,4,6,19,3,116,76,0.6,8.3
Nate Evans,43502,LB,UCF,13,3,4.3,65.2,85.6,8.9,5.8,1,0,4,8.7,323,56.4,74.7,57.9,74.9,84.3,85.0,0,26,7.1,2,3,2,86.9,30,286,334,14,23,46,1,256,182,1.0,8.5
Alex Highsmith,43507,ED,CHARLOTTE,13,3,0.0,100.0,9.8,16.5,16.5,1,1,0,0.0,136,79.3,85.8,22.7,91.4,72.4,82.6,0,9,0.0,0,0,6,83.3,2,35,357,18,6,2,0,8,8,0.2,4.0
William Kwenkeu,43510,LB,TEMPLE,3,0,-1.0,100.0,80.0,4.0,4.0,0,0,0,0.0,306,39.0,27.7,71.0,59.1,29.9,25.3,0,9,0.0,0,0,0,104.2,1,4,5,0,1,1,0,9,10,2.3,9.0
Kobe Jones,43511,ED,MISS STATE,13,1,2.7,100.0,3.3,2.3,2.3,0,0,0,0.0,227,54.8,65.5,86.6,66.4,62.8,42.8,0,16,20.0,1,0,1,112.5,3,8,239,5,3,3,0,33,25,4.7,11.0
Chris Crumb,43519,DI,BALL ST,12,1,,,0.7,,,0,0,0,,117,64.4,75.9,39.9,66.9,79.5,66.8,0,,25.0,2,0,3,0.0,0,2,287,4,5,0,0,0,0,0.0,
Cassh Maluia,43524,LB,WYOMING,13,2,3.9,80.0,83.6,12.0,9.6,0,0,1,2.5,351,55.7,65.3,86.7,69.2,67.9,55.7,2,31,22.2,6,1,0,76.9,32,398,476,11,19,40,0,298,222,0.8,9.3
Grayland Arnold,43528,S,BAYLOR,13,1,12.2,50.0,99.5,22.6,11.3,0,1,3,8.3,118,81.7,74.1,54.2,68.4,51.6,54.5,6,33,13.3,4,2,1,36.6,18,417,419,6,25,36,1,200,91,0.5,11.1
Frank Coppet,43530,S,VANDERBILT,2,0,,,100.0,,,0,0,0,,333,65.8,59.2,73.8,,49.5,,0,,,0,0,0,0.0,0,15,15,0,0,0,0,0,0,0.0,
Jordan Young,43537,LB,DOMINION,12,7,6.1,66.7,91.9,16.2,10.8,0,0,2,7.4,263,70.1,70.2,85.2,60.3,67.7,61.8,1,32,14.8,4,1,0,91.0,18,305,332,9,16,27,2,156,91,0.5,8.7
Darrell Baker Jr.,43542,S,GA SOUTHRN,12,5,15.2,44.4,97.4,17.6,7.8,0,0,2,11.1,174,48.3,53.9,83.7,62.7,70.5,56.2,0,73,23.1,3,2,2,128.2,8,147,151,1,5,18,2,228,109,1.6,28.5
Marlon Character,43550,CB,LOUISVILLE,13,2,13.8,58.8,96.9,15.4,9.1,0,0,1,5.9,210,63.7,58.5,0.0,77.3,40.1,55.8,0,67,5.9,1,1,2,132.7,10,158,163,4,14,17,2,173,62,1.1,17.3
Eric Popp,43565,LB,OHIO,10,2,4.8,77.3,82.5,11.3,8.7,0,0,0,0.0,259,57.5,58.8,82.7,62.8,58.0,65.9,0,28,6.7,1,0,0,111.4,17,207,251,5,12,22,1,157,106,0.8,9.2
Lawrence Graham,43566,LB,TULANE,12,1,3.0,58.3,72.6,16.5,9.6,0,1,1,4.2,319,49.8,51.1,0.5,62.0,55.1,50.4,0,19,6.7,1,1,3,70.5,14,241,332,7,13,24,0,114,95,0.5,8.1
Sam Franklin Jr.,43580,LB,TEMPLE,13,5,7.2,78.6,91.0,10.2,8.0,0,0,3,5.4,306,65.9,66.0,7.2,68.9,69.1,47.3,1,40,26.1,12,2,6,103.9,44,476,523,12,29,56,2,441,257,1.0,10.0
Treyjohn Butler,43583,CB,STANFORD,1,0,22.0,100.0,100.0,13.0,13.0,0,0,0,0.0,300,56.7,57.0,72.5,,60.0,74.2,0,30,0.0,0,0,0,118.8,1,13,13,0,1,1,0,30,8,2.3,30.0
Robert Cheatem,43596,CB,CHARLOTTE,1,0,,,100.0,,,0,0,0,,136,60.6,62.2,67.2,,60.3,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Jeremiah Jones,43597,CB,TROY,4,0,3.0,100.0,66.7,9.0,9.0,0,0,0,0.0,318,62.7,59.2,79.7,60.3,49.5,76.9,0,4,0.0,0,0,0,83.3,2,20,30,3,2,2,0,8,2,0.4,4.0
Kyle Williams,43601,CB,UCONN,8,6,5.9,73.9,100.0,8.5,6.3,0,0,1,4.3,146,59.2,60.6,84.1,,64.4,76.8,0,32,5.9,1,1,0,129.4,17,155,155,2,10,23,2,203,138,1.4,11.9
Nick Oelrich,43609,S,FLORIDA,2,0,9.7,66.7,92.9,6.5,4.3,0,0,0,0.0,163,54.5,50.9,75.9,59.5,49.2,76.9,0,29,0.0,0,0,0,104.9,2,13,14,0,1,3,0,34,10,2.6,17.0
Miles Daniel,43623,CB,KENT STATE,3,0,19.0,100.0,100.0,12.0,12.0,0,0,0,0.0,201,59.2,65.9,75.7,,74.3,83.5,0,20,,0,0,0,118.8,1,14,14,0,0,1,0,20,1,1.7,20.0
Elijah Barnett,43625,ED,KENTUCKY,1,1,11.0,0.0,66.7,,6.0,0,0,0,0.0,202,62.2,66.1,75.9,57.7,64.4,77.0,0,,0.0,0,0,0,39.6,0,6,9,0,0,1,0,0,0,0.0,
Remy Lazarus,43627,S,GA STATE,9,5,15.7,53.8,97.1,41.1,22.2,0,1,5,38.5,175,68.7,67.8,85.8,71.4,62.6,61.0,1,30,20.8,5,4,0,85.6,7,299,308,3,14,13,2,97,18,0.3,13.9
Jon-Michael Terry,43635,ED,OKLAHOMA,6,0,3.2,80.0,34.4,10.3,8.2,0,0,0,0.0,261,45.5,62.8,86.8,59.7,74.5,70.8,0,18,40.0,2,0,0,101.7,4,43,125,1,3,5,0,42,45,1.0,10.5
Jake Hansen,43645,LB,ILLINOIS,9,1,6.6,63.0,91.0,14.5,9.1,0,0,0,0.0,187,79.1,80.6,57.2,86.6,74.2,74.1,1,25,6.7,1,0,1,94.2,17,254,279,8,13,27,2,197,97,0.8,11.6
Kyle Meyers,43646,CB,FLORIDA ST,3,0,21.8,75.0,98.2,16.7,12.5,0,0,0,0.0,167,55.7,58.5,77.5,60.0,70.2,81.2,0,36,0.0,0,0,1,116.7,3,54,55,0,4,4,0,62,6,1.2,20.7
Daniel Isom,43647,CB,WASH STATE,9,2,15.6,57.1,98.7,18.2,10.4,0,0,1,4.8,341,62.2,58.8,31.9,56.2,50.8,47.5,0,48,22.2,4,1,1,90.8,12,231,234,2,12,21,0,207,78,0.9,17.3
Alexy Jean-Baptiste,43651,ED,FIU,10,0,,,0.8,,,1,0,0,,166,60.0,71.2,21.5,73.3,68.6,56.7,0,,100.0,2,0,2,0.0,0,1,121,4,0,0,0,0,0,0.0,
Jaylin Thomas,43665,LB,BALL ST,12,5,2.6,81.6,87.4,10.0,8.2,0,0,1,2.6,117,57.4,77.0,86.3,57.7,86.3,66.7,0,52,21.2,7,1,0,108.3,31,320,366,6,21,38,1,300,236,1.0,9.7
Joe Ozougwu,43676,ED,N TEXAS,9,0,2.2,80.0,46.8,7.6,6.1,0,1,1,5.0,251,69.2,68.3,69.8,69.8,63.4,58.8,0,13,12.5,2,1,1,80.4,16,132,282,12,14,20,0,66,48,0.5,4.1
Monquavion Brinson,43696,CB,GA SOUTHRN,13,3,14.2,61.5,99.8,10.0,6.2,5,2,9,13.8,174,62.0,61.1,0.0,58.3,65.9,60.5,0,75,15.4,6,8,10,133.9,40,419,420,7,30,65,8,639,180,1.6,16.0
Perry Young,43698,LB,CINCINNATI,14,4,2.6,60.5,80.1,16.9,10.2,1,2,2,5.3,138,87.1,60.5,64.6,64.8,41.2,76.5,2,54,4.3,1,2,1,72.6,23,415,518,10,18,38,2,223,194,0.6,9.7
Jonathan Smith,43700,LB,N CAROLINA,3,1,,,90.5,,,0,0,0,,245,65.0,62.0,73.9,57.5,58.6,79.0,0,,0.0,0,0,0,0.0,0,19,21,0,0,0,0,0,0,0.0,
Anthony Trinh,43707,ED,STANFORD,1,0,,,33.3,,,0,0,0,,300,60.0,40.0,0.0,50.8,49.4,24.3,0,,100.0,1,0,1,0.0,0,1,3,0,0,0,0,0,0,0.0,
Tyrone Hopper,43714,ED,N CAROLINA,12,0,2.5,50.0,34.4,44.0,22.0,0,0,0,0.0,245,66.4,69.0,87.4,60.7,71.4,74.0,0,45,0.0,0,0,0,135.4,1,44,128,4,3,2,1,45,50,1.0,45.0
Bruno DeRose,43718,LB,BOISE ST,10,0,4.3,100.0,90.4,11.0,11.0,0,0,0,0.0,120,51.3,60.6,77.8,64.3,71.8,63.1,0,28,40.0,2,0,0,154.9,6,66,73,1,3,6,1,70,44,1.1,11.7
Anthony Butler,43726,ED,CHARLOTTE,2,0,,,75.0,,,0,0,0,,136,64.0,59.4,75.2,55.8,55.8,77.4,0,,0.0,0,0,0,0.0,0,9,12,0,1,0,0,0,0,0.0,
Quincy Roche,43734,ED,TEMPLE,13,0,,,3.7,,,0,0,0,,306,66.3,93.5,64.4,93.3,86.7,65.1,0,,42.9,3,0,2,0.0,0,15,407,16,4,0,0,0,0,0.0,
Elijah Ponder,43743,ED,CINCINNATI,14,0,,,0.9,,,0,0,0,,138,66.2,79.2,52.2,68.8,83.0,61.5,0,,60.0,3,0,2,0.0,0,3,321,4,2,0,0,0,0,0.0,
Chris Martin,43745,DI,GA TECH,9,0,,,1.0,,,0,0,0,,176,59.5,45.4,16.6,54.7,46.5,27.2,0,,100.0,2,0,2,0.0,0,1,99,0,0,0,0,0,0,0.0,
Curtis Weaver,43751,ED,BOISE ST,14,2,6.5,75.0,21.5,16.7,12.5,0,0,2,25.0,120,66.7,91.0,68.1,92.4,81.8,64.2,1,19,46.2,6,2,2,62.5,6,105,488,18,5,8,0,72,28,0.7,12.0
Brandon Barlow,43762,ED,BOSTON COL,13,2,5.3,100.0,8.5,7.0,7.0,0,0,0,0.0,121,59.6,69.2,87.6,63.6,71.2,65.2,0,23,28.6,2,0,0,158.3,3,22,259,4,3,3,1,39,23,1.9,13.0
Chance Purvis,43763,ED,E CAROLINA,12,3,,,1.4,,,0,0,0,,156,60.1,66.6,63.5,59.7,71.1,52.8,0,,0.0,0,0,2,0.0,0,5,365,5,4,0,0,0,0,0.0,
Marcel Southall,43793,DI,FAU,13,1,,,4.1,,,0,0,0,,165,57.7,59.2,23.9,55.7,68.4,80.0,0,,0.0,0,0,2,0.0,0,7,171,0,0,0,0,0,0,0.0,
Rashad Smith,43811,LB,FAU,14,11,5.3,74.5,81.6,11.1,8.3,0,0,1,2.1,165,83.3,73.3,87.2,64.3,65.3,73.6,3,32,7.7,4,0,0,61.6,35,412,505,25,37,47,0,271,150,0.7,7.7
Cale Garrett,43813,LB,MISSOURI,5,0,2.2,66.7,81.8,14.9,9.9,0,1,2,16.7,229,91.4,89.0,84.0,60.0,78.6,81.6,3,9,0.0,0,2,0,30.6,8,126,154,7,10,12,0,33,36,0.3,4.1
Paddy Fisher,43822,LB,NWESTERN,12,7,2.8,63.6,93.5,13.5,8.6,0,1,6,13.6,256,77.6,71.4,85.5,45.5,66.7,53.6,1,49,23.5,8,5,1,65.8,28,400,428,10,19,44,0,213,173,0.6,7.6
Myles Rice,43825,ED,WASHINGTON,5,0,2.0,100.0,10.0,5.0,5.0,0,0,0,0.0,340,53.6,52.1,78.9,55.7,52.9,46.1,0,9,0.0,0,0,0,104.2,1,5,50,1,2,1,0,9,7,1.8,9.0
Xavior Motley,43826,CB,OHIO,10,2,13.1,45.5,97.1,16.1,7.3,0,2,4,18.2,259,68.0,69.8,82.6,74.5,68.1,79.6,0,42,7.1,1,3,3,70.3,10,170,175,4,11,22,0,160,40,1.0,16.0
Kenny Hebert,43827,ED,VANDERBILT,11,0,0.3,100.0,28.6,5.1,5.1,0,0,2,16.7,333,55.8,56.2,38.8,64.2,52.7,50.8,0,21,20.0,3,0,2,124.3,12,63,220,8,12,12,1,86,83,1.4,7.2
Isaiah Chambers,43848,ED,HOUSTON,10,1,25.0,100.0,1.1,1.0,1.0,0,0,0,0.0,182,56.3,63.8,33.9,78.1,49.2,62.6,0,54,0.0,0,0,1,158.3,1,1,88,5,0,1,1,54,29,54.0,54.0
Sean Brown,43855,DI,S ALABAMA,12,0,,,0.4,,,0,0,0,,288,61.5,67.6,88.0,64.4,66.2,61.7,0,,0.0,0,0,0,0.0,0,1,233,2,1,0,0,0,0,0.0,
Cole Christiansen,43856,LB,ARMY,12,7,4.5,82.4,70.7,8.9,7.4,0,0,1,2.9,114,60.4,57.6,84.3,62.4,54.0,74.6,0,23,11.5,3,1,0,102.8,28,256,362,9,16,34,1,215,164,0.9,7.7
De'Jon Harris,43858,LB,ARKANSAS,12,5,2.8,89.7,81.3,10.3,9.2,0,0,1,3.4,111,55.4,68.4,84.4,65.8,73.6,73.8,0,46,11.1,3,1,0,113.9,26,283,348,8,19,29,1,249,236,0.9,9.6
